Cause of death,Cause of death Code,County,County Code,Deaths,Population,Crude Rate
"Sudden cardiac death, so described",I46.1,"Houston County, Alabama",1069,36,104173,34.55789888
"Sudden cardiac death, so described",I46.1,"Talladega County, Alabama",1121,36,80862,44.52029383
"Sudden cardiac death, so described",I46.1,"Tuscaloosa County, Alabama",1125,41,203976,20.10040397
"Cardiac arrest, unspecified",I46.9,"Baldwin County, Alabama",1003,18,203709,8.836133897
"Cardiac arrest, unspecified",I46.9,"Barbour County, Alabama",1005,36,26489,135.9054702
"Cardiac arrest, unspecified",I46.9,"Bibb County, Alabama",1007,12,22583,53.13731568
"Cardiac arrest, unspecified",I46.9,"Blount County, Alabama",1009,10,57673,17.33913616
"Cardiac arrest, unspecified",I46.9,"Butler County, Alabama",1013,17,20154,84.35050114
"Cardiac arrest, unspecified",I46.9,"Calhoun County, Alabama",1015,90,115620,77.84120394
"Cardiac arrest, unspecified",I46.9,"Chambers County, Alabama",1017,11,34123,32.23632154
"Cardiac arrest, unspecified",I46.9,"Cherokee County, Alabama",1019,10,25859,38.67125566
"Cardiac arrest, unspecified",I46.9,"Chilton County, Alabama",1021,24,43943,54.61620736
"Cardiac arrest, unspecified",I46.9,"Coffee County, Alabama",1031,16,51211,31.24328757
"Cardiac arrest, unspecified",I46.9,"Colbert County, Alabama",1033,13,54354,23.917283
"Cardiac arrest, unspecified",I46.9,"Covington County, Alabama",1039,46,37835,121.5805471
"Cardiac arrest, unspecified",I46.9,"Cullman County, Alabama",1043,28,82005,34.1442595
"Cardiac arrest, unspecified",I46.9,"Dale County, Alabama",1045,29,49565,58.50902855
"Cardiac arrest, unspecified",I46.9,"Dallas County, Alabama",1047,29,41131,70.50643067
"Cardiac arrest, unspecified",I46.9,"DeKalb County, Alabama",1049,71,71130,99.81723605
"Cardiac arrest, unspecified",I46.9,"Elmore County, Alabama",1051,36,81468,44.18912947
"Cardiac arrest, unspecified",I46.9,"Etowah County, Alabama",1055,77,103057,74.7159339
"Cardiac arrest, unspecified",I46.9,"Franklin County, Alabama",1059,16,31696,50.47955578
"Cardiac arrest, unspecified",I46.9,"Henry County, Alabama",1067,10,17221,58.06863713
"Cardiac arrest, unspecified",I46.9,"Houston County, Alabama",1069,10,104173,9.599416355
"Cardiac arrest, unspecified",I46.9,"Jackson County, Alabama",1071,30,52419,57.23115664
"Cardiac arrest, unspecified",I46.9,"Jefferson County, Alabama",1073,171,660367,25.89469189
"Cardiac arrest, unspecified",I46.9,"Lamar County, Alabama",1075,12,13886,86.41797494
"Cardiac arrest, unspecified",I46.9,"Lauderdale County, Alabama",1077,42,92596,45.35833081
"Cardiac arrest, unspecified",I46.9,"Lawrence County, Alabama",1079,16,33115,48.3164729
"Cardiac arrest, unspecified",I46.9,"Limestone County, Alabama",1083,18,91663,19.63714912
"Cardiac arrest, unspecified",I46.9,"Macon County, Alabama",1087,10,19105,52.34231876
"Cardiac arrest, unspecified",I46.9,"Madison County, Alabama",1089,164,353089,46.44721303
"Cardiac arrest, unspecified",I46.9,"Marion County, Alabama",1093,18,30168,59.66587112
"Cardiac arrest, unspecified",I46.9,"Marshall County, Alabama",1095,34,94725,35.89337556
"Cardiac arrest, unspecified",I46.9,"Mobile County, Alabama",1097,72,415395,17.33290001
"Cardiac arrest, unspecified",I46.9,"Montgomery County, Alabama",1101,53,226519,23.39759579
"Cardiac arrest, unspecified",I46.9,"Morgan County, Alabama",1103,34,119565,28.43641534
"Cardiac arrest, unspecified",I46.9,"Pickens County, Alabama",1107,21,20864,100.6518405
"Cardiac arrest, unspecified",I46.9,"Pike County, Alabama",1109,22,33046,66.57386673
"Cardiac arrest, unspecified",I46.9,"Russell County, Alabama",1113,21,59660,35.19946363
"Cardiac arrest, unspecified",I46.9,"St. Clair County, Alabama",1115,11,87074,12.63293291
"Cardiac arrest, unspecified",I46.9,"Shelby County, Alabama",1117,20,208713,9.582536785
"Cardiac arrest, unspecified",I46.9,"Talladega County, Alabama",1121,35,80862,43.28361901
"Cardiac arrest, unspecified",I46.9,"Tallapoosa County, Alabama",1123,12,40844,29.38008031
"Cardiac arrest, unspecified",I46.9,"Tuscaloosa County, Alabama",1125,51,203976,25.00294152
"Cardiac arrest, unspecified",I46.9,"Walker County, Alabama",1127,182,65294,278.739241
"Cardiac arrest, unspecified",I46.9,"Wilcox County, Alabama",1131,26,11059,235.1026313
Atrial fibrillation and flutter,I48,"Baldwin County, Alabama",1003,25,203709,12.27240819
Atrial fibrillation and flutter,I48,"Etowah County, Alabama",1055,10,103057,9.703368039
Atrial fibrillation and flutter,I48,"Jefferson County, Alabama",1073,32,660367,4.845790295
Atrial fibrillation and flutter,I48,"Lauderdale County, Alabama",1077,13,92596,14.03948335
Atrial fibrillation and flutter,I48,"Limestone County, Alabama",1083,13,91663,14.18238548
Atrial fibrillation and flutter,I48,"Madison County, Alabama",1089,37,353089,10.4789444
Atrial fibrillation and flutter,I48,"Mobile County, Alabama",1097,48,415395,11.55526667
Atrial fibrillation and flutter,I48,"Montgomery County, Alabama",1101,19,226519,8.387817357
Atrial fibrillation and flutter,I48,"Talladega County, Alabama",1121,10,80862,12.36674829
Atrial fibrillation and flutter,I48,"Tuscaloosa County, Alabama",1125,11,203976,5.392791309
Ventricular fibrillation and flutter,I49.0,"Greene County, Alabama",1063,22,8479,259.4645595
Ventricular fibrillation and flutter,I49.0,"Jefferson County, Alabama",1073,12,660367,1.817171361
"Cardiac arrhythmia, unspecified",I49.9,"Colbert County, Alabama",1033,41,54354,75.43143099
"Cardiac arrhythmia, unspecified",I49.9,"Jefferson County, Alabama",1073,61,660367,9.237287751
"Cardiac arrhythmia, unspecified",I49.9,"Limestone County, Alabama",1083,31,91663,33.8195346
"Cardiac arrhythmia, unspecified",I49.9,"Madison County, Alabama",1089,18,353089,5.097864844
"Cardiac arrhythmia, unspecified",I49.9,"Marshall County, Alabama",1095,10,94725,10.55687516
"Cardiac arrhythmia, unspecified",I49.9,"Mobile County, Alabama",1097,25,415395,6.018368059
"Cardiac arrhythmia, unspecified",I49.9,"Montgomery County, Alabama",1101,11,226519,4.856104786
"Cardiac arrhythmia, unspecified",I49.9,"Randolph County, Alabama",1111,13,22696,57.27881565
"Cardiac arrhythmia, unspecified",I49.9,"Shelby County, Alabama",1117,19,208713,9.103409946
Congestive heart failure,I50.0,"Autauga County, Alabama",1001,13,55347,23.48817461
Congestive heart failure,I50.0,"Baldwin County, Alabama",1003,56,203709,27.49019435
Congestive heart failure,I50.0,"Barbour County, Alabama",1005,11,26489,41.52667145
Congestive heart failure,I50.0,"Blount County, Alabama",1009,38,57673,65.88871742
Congestive heart failure,I50.0,"Butler County, Alabama",1013,17,20154,84.35050114
Congestive heart failure,I50.0,"Calhoun County, Alabama",1015,66,115620,57.08354956
Congestive heart failure,I50.0,"Cherokee County, Alabama",1019,25,25859,96.67813914
Congestive heart failure,I50.0,"Chilton County, Alabama",1021,28,43943,63.71890859
Congestive heart failure,I50.0,"Choctaw County, Alabama",1023,11,13170,83.52315869
Congestive heart failure,I50.0,"Clarke County, Alabama",1025,14,24675,56.73758865
Congestive heart failure,I50.0,"Coffee County, Alabama",1031,35,51211,68.34469157
Congestive heart failure,I50.0,"Colbert County, Alabama",1033,46,54354,84.63038599
Congestive heart failure,I50.0,"Covington County, Alabama",1039,22,37835,58.14721818
Congestive heart failure,I50.0,"Crenshaw County, Alabama",1041,10,13963,71.61784717
Congestive heart failure,I50.0,"Cullman County, Alabama",1043,65,82005,79.26345955
Congestive heart failure,I50.0,"Dale County, Alabama",1045,21,49565,42.36860688
Congestive heart failure,I50.0,"Dallas County, Alabama",1047,27,41131,65.64391821
Congestive heart failure,I50.0,"DeKalb County, Alabama",1049,40,71130,56.23506256
Congestive heart failure,I50.0,"Elmore County, Alabama",1051,41,81468,50.32650857
Congestive heart failure,I50.0,"Escambia County, Alabama",1053,11,37789,29.10899997
Congestive heart failure,I50.0,"Etowah County, Alabama",1055,91,103057,88.30064916
Congestive heart failure,I50.0,"Fayette County, Alabama",1057,18,16759,107.4049764
Congestive heart failure,I50.0,"Franklin County, Alabama",1059,18,31696,56.78950025
Congestive heart failure,I50.0,"Geneva County, Alabama",1061,10,26777,37.34548306
Congestive heart failure,I50.0,"Houston County, Alabama",1069,38,104173,36.47778215
Congestive heart failure,I50.0,"Jackson County, Alabama",1071,39,52419,74.40050363
Congestive heart failure,I50.0,"Jefferson County, Alabama",1073,276,660367,41.7949413
Congestive heart failure,I50.0,"Lamar County, Alabama",1075,13,13886,93.61947285
Congestive heart failure,I50.0,"Lauderdale County, Alabama",1077,53,92596,57.23789365
Congestive heart failure,I50.0,"Lawrence County, Alabama",1079,15,33115,45.29669334
Congestive heart failure,I50.0,"Lee County, Alabama",1081,40,156993,25.47884301
Congestive heart failure,I50.0,"Limestone County, Alabama",1083,31,91663,33.8195346
Congestive heart failure,I50.0,"Macon County, Alabama",1087,16,19105,83.74771002
Congestive heart failure,I50.0,"Madison County, Alabama",1089,154,353089,43.61506589
Congestive heart failure,I50.0,"Marengo County, Alabama",1091,17,20028,84.88116637
Congestive heart failure,I50.0,"Marion County, Alabama",1093,32,30168,106.0726598
Congestive heart failure,I50.0,"Marshall County, Alabama",1095,48,94725,50.67300079
Congestive heart failure,I50.0,"Mobile County, Alabama",1097,153,415395,36.83241252
Congestive heart failure,I50.0,"Montgomery County, Alabama",1101,51,226519,22.51466764
Congestive heart failure,I50.0,"Morgan County, Alabama",1103,47,119565,39.30916238
Congestive heart failure,I50.0,"Pickens County, Alabama",1107,14,20864,67.10122699
Congestive heart failure,I50.0,"Randolph County, Alabama",1111,18,22696,79.30912936
Congestive heart failure,I50.0,"St. Clair County, Alabama",1115,48,87074,55.12552542
Congestive heart failure,I50.0,"Shelby County, Alabama",1117,54,208713,25.87284932
Congestive heart failure,I50.0,"Talladega County, Alabama",1121,44,80862,54.41369246
Congestive heart failure,I50.0,"Tallapoosa County, Alabama",1123,22,40844,53.86348056
Congestive heart failure,I50.0,"Tuscaloosa County, Alabama",1125,60,203976,29.41522532
Congestive heart failure,I50.0,"Walker County, Alabama",1127,51,65294,78.10824884
Congestive heart failure,I50.0,"Washington County, Alabama",1129,14,16804,83.31349679
Congestive heart failure,I50.0,"Winston County, Alabama",1133,26,23877,108.8914018
"Heart failure, unspecified",I50.9,"Jefferson County, Alabama",1073,47,660367,7.117254496
"Heart failure, unspecified",I50.9,"Macon County, Alabama",1087,10,19105,52.34231876
"Heart failure, unspecified",I50.9,"Madison County, Alabama",1089,26,353089,7.363582553
"Heart failure, unspecified",I50.9,"Marshall County, Alabama",1095,14,94725,14.77962523
"Heart failure, unspecified",I50.9,"Mobile County, Alabama",1097,15,415395,3.611020836
"Heart failure, unspecified",I50.9,"Montgomery County, Alabama",1101,10,226519,4.414640714
"Heart failure, unspecified",I50.9,"Morgan County, Alabama",1103,29,119565,24.25458955
"Heart failure, unspecified",I50.9,"Shelby County, Alabama",1117,19,208713,9.103409946
"Heart failure, unspecified",I50.9,"Talladega County, Alabama",1121,10,80862,12.36674829
"Heart failure, unspecified",I50.9,"Tuscaloosa County, Alabama",1125,32,203976,15.68812017
"Cardiovascular disease, unspecified",I51.6,"Elmore County, Alabama",1051,10,81468,12.27475819
"Cardiovascular disease, unspecified",I51.6,"Jefferson County, Alabama",1073,28,660367,4.240066508
"Cardiovascular disease, unspecified",I51.6,"Madison County, Alabama",1089,38,353089,10.76215912
"Cardiovascular disease, unspecified",I51.6,"Mobile County, Alabama",1097,14,415395,3.370286113
"Cardiovascular disease, unspecified",I51.6,"Shelby County, Alabama",1117,38,208713,18.20681989
"Cardiovascular disease, unspecified",I51.6,"Tallapoosa County, Alabama",1123,13,40844,31.82842033
"Heart disease, unspecified",I51.9,"Baldwin County, Alabama",1003,11,203709,5.399859604
"Heart disease, unspecified",I51.9,"Calhoun County, Alabama",1015,27,115620,23.35236118
"Heart disease, unspecified",I51.9,"Colbert County, Alabama",1033,19,54354,34.956029
"Heart disease, unspecified",I51.9,"Dallas County, Alabama",1047,11,41131,26.74381853
"Heart disease, unspecified",I51.9,"Elmore County, Alabama",1051,11,81468,13.50223401
"Heart disease, unspecified",I51.9,"Etowah County, Alabama",1055,17,103057,16.49572567
"Heart disease, unspecified",I51.9,"Jackson County, Alabama",1071,14,52419,26.7078731
"Heart disease, unspecified",I51.9,"Jefferson County, Alabama",1073,72,660367,10.90302816
"Heart disease, unspecified",I51.9,"Lauderdale County, Alabama",1077,18,92596,19.43928463
"Heart disease, unspecified",I51.9,"Macon County, Alabama",1087,18,19105,94.21617378
"Heart disease, unspecified",I51.9,"Madison County, Alabama",1089,11,353089,3.115361849
"Heart disease, unspecified",I51.9,"Marshall County, Alabama",1095,16,94725,16.89100026
"Heart disease, unspecified",I51.9,"Mobile County, Alabama",1097,31,415395,7.462776394
"Heart disease, unspecified",I51.9,"Montgomery County, Alabama",1101,20,226519,8.829281429
"Heart disease, unspecified",I51.9,"Morgan County, Alabama",1103,21,119565,17.5636683
"Heart disease, unspecified",I51.9,"St. Clair County, Alabama",1115,21,87074,24.11741737
"Heart disease, unspecified",I51.9,"Shelby County, Alabama",1117,13,208713,6.22864891
"Heart disease, unspecified",I51.9,"Talladega County, Alabama",1121,11,80862,13.60342312
"Heart disease, unspecified",I51.9,"Tuscaloosa County, Alabama",1125,13,203976,6.373298819
"Heart disease, unspecified",I51.9,"Walker County, Alabama",1127,16,65294,24.50454866
"Subarachnoid haemorrhage, unspecified",I60.9,"Jefferson County, Alabama",1073,15,660367,2.271464201
"Intracerebral haemorrhage, unspecified",I61.9,"Baldwin County, Alabama",1003,13,203709,6.381652259
"Intracerebral haemorrhage, unspecified",I61.9,"Jefferson County, Alabama",1073,37,660367,5.602945029
"Intracerebral haemorrhage, unspecified",I61.9,"Madison County, Alabama",1089,10,353089,2.832147136
"Intracerebral haemorrhage, unspecified",I61.9,"Mobile County, Alabama",1097,18,415395,4.333225003
"Intracerebral haemorrhage, unspecified",I61.9,"Montgomery County, Alabama",1101,13,226519,5.739032929
"Intracerebral haemorrhage, unspecified",I61.9,"Tuscaloosa County, Alabama",1125,11,203976,5.392791309
Subdural haemorrhage (acute)(nontraumatic),I62.0,"Jefferson County, Alabama",1073,17,660367,2.574326094
Subdural haemorrhage (acute)(nontraumatic),I62.0,"Madison County, Alabama",1089,13,353089,3.681791276
"Intracranial haemorrhage (nontraumatic), unspecified",I62.9,"Calhoun County, Alabama",1015,12,115620,10.37882719
"Intracranial haemorrhage (nontraumatic), unspecified",I62.9,"Jefferson County, Alabama",1073,23,660367,3.482911775
"Intracranial haemorrhage (nontraumatic), unspecified",I62.9,"Madison County, Alabama",1089,12,353089,3.398576563
"Intracranial haemorrhage (nontraumatic), unspecified",I62.9,"Mobile County, Alabama",1097,14,415395,3.370286113
"Intracranial haemorrhage (nontraumatic), unspecified",I62.9,"Montgomery County, Alabama",1101,12,226519,5.297568857
"Intracranial haemorrhage (nontraumatic), unspecified",I62.9,"Tuscaloosa County, Alabama",1125,14,203976,6.863552575
Cerebral infarction due to unspecified occlusion or stenosis of cerebral arteries,I63.5,"Tuscaloosa County, Alabama",1125,15,203976,7.35380633
"Cerebral infarction, unspecified",I63.9,"Jefferson County, Alabama",1073,14,660367,2.120033254
"Stroke, not specified as haemorrhage or infarction",I64,"Autauga County, Alabama",1001,14,55347,25.29495727
"Stroke, not specified as haemorrhage or infarction",I64,"Baldwin County, Alabama",1003,46,203709,22.58123107
"Stroke, not specified as haemorrhage or infarction",I64,"Barbour County, Alabama",1005,13,26489,49.07697535
"Stroke, not specified as haemorrhage or infarction",I64,"Blount County, Alabama",1009,11,57673,19.07304978
"Stroke, not specified as haemorrhage or infarction",I64,"Calhoun County, Alabama",1015,15,115620,12.97353399
"Stroke, not specified as haemorrhage or infarction",I64,"Chilton County, Alabama",1021,14,43943,31.85945429
"Stroke, not specified as haemorrhage or infarction",I64,"Coffee County, Alabama",1031,17,51211,33.19599305
"Stroke, not specified as haemorrhage or infarction",I64,"Colbert County, Alabama",1033,18,54354,33.116238
"Stroke, not specified as haemorrhage or infarction",I64,"Covington County, Alabama",1039,24,37835,63.43332893
"Stroke, not specified as haemorrhage or infarction",I64,"Cullman County, Alabama",1043,16,82005,19.51100543
"Stroke, not specified as haemorrhage or infarction",I64,"Dale County, Alabama",1045,12,49565,24.2106325
"Stroke, not specified as haemorrhage or infarction",I64,"Dallas County, Alabama",1047,19,41131,46.19386837
"Stroke, not specified as haemorrhage or infarction",I64,"DeKalb County, Alabama",1049,15,71130,21.08814846
"Stroke, not specified as haemorrhage or infarction",I64,"Elmore County, Alabama",1051,20,81468,24.54951637
"Stroke, not specified as haemorrhage or infarction",I64,"Etowah County, Alabama",1055,33,103057,32.02111453
"Stroke, not specified as haemorrhage or infarction",I64,"Franklin County, Alabama",1059,14,31696,44.16961131
"Stroke, not specified as haemorrhage or infarction",I64,"Houston County, Alabama",1069,26,104173,24.95848252
"Stroke, not specified as haemorrhage or infarction",I64,"Jackson County, Alabama",1071,18,52419,34.33869399
"Stroke, not specified as haemorrhage or infarction",I64,"Jefferson County, Alabama",1073,211,660367,31.95192976
"Stroke, not specified as haemorrhage or infarction",I64,"Lauderdale County, Alabama",1077,31,92596,33.47876798
"Stroke, not specified as haemorrhage or infarction",I64,"Lawrence County, Alabama",1079,10,33115,30.19779556
"Stroke, not specified as haemorrhage or infarction",I64,"Lee County, Alabama",1081,30,156993,19.10913225
"Stroke, not specified as haemorrhage or infarction",I64,"Limestone County, Alabama",1083,21,91663,22.91000731
"Stroke, not specified as haemorrhage or infarction",I64,"Madison County, Alabama",1089,66,353089,18.6921711
"Stroke, not specified as haemorrhage or infarction",I64,"Marion County, Alabama",1093,11,30168,36.4624768
"Stroke, not specified as haemorrhage or infarction",I64,"Marshall County, Alabama",1095,21,94725,22.16943785
"Stroke, not specified as haemorrhage or infarction",I64,"Mobile County, Alabama",1097,92,415395,22.14759446
"Stroke, not specified as haemorrhage or infarction",I64,"Montgomery County, Alabama",1101,79,226519,34.87566164
"Stroke, not specified as haemorrhage or infarction",I64,"Morgan County, Alabama",1103,33,119565,27.60005018
"Stroke, not specified as haemorrhage or infarction",I64,"Pickens County, Alabama",1107,11,20864,52.72239264
"Stroke, not specified as haemorrhage or infarction",I64,"Randolph County, Alabama",1111,10,22696,44.06062742
"Stroke, not specified as haemorrhage or infarction",I64,"Russell County, Alabama",1113,18,59660,30.17096882
"Stroke, not specified as haemorrhage or infarction",I64,"St. Clair County, Alabama",1115,23,87074,26.41431426
"Stroke, not specified as haemorrhage or infarction",I64,"Shelby County, Alabama",1117,24,208713,11.49904414
"Stroke, not specified as haemorrhage or infarction",I64,"Talladega County, Alabama",1121,24,80862,29.68019589
"Stroke, not specified as haemorrhage or infarction",I64,"Tallapoosa County, Alabama",1123,12,40844,29.38008031
"Stroke, not specified as haemorrhage or infarction",I64,"Tuscaloosa County, Alabama",1125,32,203976,15.68812017
"Stroke, not specified as haemorrhage or infarction",I64,"Walker County, Alabama",1127,12,65294,18.37841149
"Stroke, not specified as haemorrhage or infarction",I64,"Washington County, Alabama",1129,12,16804,71.41156867
Cerebral atherosclerosis,I67.2,"Jefferson County, Alabama",1073,57,660367,8.631563964
Cerebral atherosclerosis,I67.2,"Madison County, Alabama",1089,13,353089,3.681791276
Other specified cerebrovascular diseases,I67.8,"Jefferson County, Alabama",1073,14,660367,2.120033254
Other specified cerebrovascular diseases,I67.8,"Lauderdale County, Alabama",1077,13,92596,14.03948335
Other specified cerebrovascular diseases,I67.8,"Mobile County, Alabama",1097,11,415395,2.648081946
"Cerebrovascular disease, unspecified",I67.9,"Baldwin County, Alabama",1003,13,203709,6.381652259
"Cerebrovascular disease, unspecified",I67.9,"Jefferson County, Alabama",1073,37,660367,5.602945029
"Cerebrovascular disease, unspecified",I67.9,"Mobile County, Alabama",1097,13,415395,3.129551391
"Sequelae of stroke, not specified as haemorrhage or infarction",I69.4,"Jefferson County, Alabama",1073,20,660367,3.028618935
"Sequelae of stroke, not specified as haemorrhage or infarction",I69.4,"Madison County, Alabama",1089,13,353089,3.681791276
"Sequelae of stroke, not specified as haemorrhage or infarction",I69.4,"Mobile County, Alabama",1097,15,415395,3.611020836
"Sequelae of stroke, not specified as haemorrhage or infarction",I69.4,"Montgomery County, Alabama",1101,15,226519,6.621961072
Sequelae of other and unspecified cerebrovascular diseases,I69.8,"Jefferson County, Alabama",1073,13,660367,1.968602308
Sequelae of other and unspecified cerebrovascular diseases,I69.8,"Mobile County, Alabama",1097,17,415395,4.09249028
Generalized and unspecified atherosclerosis,I70.9,"Houston County, Alabama",1069,63,104173,60.47632304
Generalized and unspecified atherosclerosis,I70.9,"Mobile County, Alabama",1097,11,415395,2.648081946
Dissection of aorta [any part],I71.0,"Jefferson County, Alabama",1073,13,660367,1.968602308
"Peripheral vascular disease, unspecified",I73.9,"Jefferson County, Alabama",1073,17,660367,2.574326094
Other and unspecified disorders of circulatory system,I99,"Jefferson County, Alabama",1073,11,660367,1.665740414
Pneumonia due to Streptococcus pneumoniae,J13,"Mobile County, Alabama",1097,11,415395,2.648081946
"Pneumonia, unspecified",J18.9,"Baldwin County, Alabama",1003,33,203709,16.19957881
"Pneumonia, unspecified",J18.9,"Blount County, Alabama",1009,22,57673,38.14609956
"Pneumonia, unspecified",J18.9,"Calhoun County, Alabama",1015,27,115620,23.35236118
"Pneumonia, unspecified",J18.9,"Chilton County, Alabama",1021,11,43943,25.03242837
"Pneumonia, unspecified",J18.9,"Colbert County, Alabama",1033,12,54354,22.077492
"Pneumonia, unspecified",J18.9,"Covington County, Alabama",1039,11,37835,29.07360909
"Pneumonia, unspecified",J18.9,"Cullman County, Alabama",1043,11,82005,13.41381623
"Pneumonia, unspecified",J18.9,"DeKalb County, Alabama",1049,22,71130,30.92928441
"Pneumonia, unspecified",J18.9,"Elmore County, Alabama",1051,10,81468,12.27475819
"Pneumonia, unspecified",J18.9,"Escambia County, Alabama",1053,12,37789,31.7552727
"Pneumonia, unspecified",J18.9,"Etowah County, Alabama",1055,38,103057,36.87279855
"Pneumonia, unspecified",J18.9,"Franklin County, Alabama",1059,11,31696,34.7046946
"Pneumonia, unspecified",J18.9,"Houston County, Alabama",1069,15,104173,14.39912453
"Pneumonia, unspecified",J18.9,"Jefferson County, Alabama",1073,124,660367,18.77743739
"Pneumonia, unspecified",J18.9,"Lauderdale County, Alabama",1077,25,92596,26.99900644
"Pneumonia, unspecified",J18.9,"Lee County, Alabama",1081,10,156993,6.369710751
"Pneumonia, unspecified",J18.9,"Limestone County, Alabama",1083,11,91663,12.00048002
"Pneumonia, unspecified",J18.9,"Madison County, Alabama",1089,66,353089,18.6921711
"Pneumonia, unspecified",J18.9,"Marion County, Alabama",1093,10,30168,33.14770618
"Pneumonia, unspecified",J18.9,"Marshall County, Alabama",1095,33,94725,34.83768804
"Pneumonia, unspecified",J18.9,"Mobile County, Alabama",1097,71,415395,17.09216529
"Pneumonia, unspecified",J18.9,"Montgomery County, Alabama",1101,24,226519,10.59513771
"Pneumonia, unspecified",J18.9,"Morgan County, Alabama",1103,26,119565,21.74549408
"Pneumonia, unspecified",J18.9,"Russell County, Alabama",1113,14,59660,23.46630908
"Pneumonia, unspecified",J18.9,"St. Clair County, Alabama",1115,18,87074,20.67207203
"Pneumonia, unspecified",J18.9,"Shelby County, Alabama",1117,20,208713,9.582536785
"Pneumonia, unspecified",J18.9,"Talladega County, Alabama",1121,18,80862,22.26014692
"Pneumonia, unspecified",J18.9,"Tallapoosa County, Alabama",1123,11,40844,26.93174028
"Pneumonia, unspecified",J18.9,"Tuscaloosa County, Alabama",1125,31,203976,15.19786642
"Pneumonia, unspecified",J18.9,"Walker County, Alabama",1127,13,65294,19.90994578
"Emphysema, unspecified",J43.9,"Jefferson County, Alabama",1073,12,660367,1.817171361
"Emphysema, unspecified",J43.9,"Montgomery County, Alabama",1101,12,226519,5.297568857
Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,"Baldwin County, Alabama",1003,10,203709,4.908963276
Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,"DeKalb County, Alabama",1049,11,71130,15.4646422
Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,"Etowah County, Alabama",1055,18,103057,17.46606247
Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,"Jefferson County, Alabama",1073,32,660367,4.845790295
Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,"Madison County, Alabama",1089,15,353089,4.248220704
Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,"Marshall County, Alabama",1095,18,94725,19.0023753
Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,"Mobile County, Alabama",1097,18,415395,4.333225003
Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,"Tuscaloosa County, Alabama",1125,14,203976,6.863552575
"Chronic obstructive pulmonary disease, unspecified",J44.9,"Autauga County, Alabama",1001,35,55347,63.23739317
"Chronic obstructive pulmonary disease, unspecified",J44.9,"Baldwin County, Alabama",1003,98,203709,48.10784011
"Chronic obstructive pulmonary disease, unspecified",J44.9,"Barbour County, Alabama",1005,13,26489,49.07697535
"Chronic obstructive pulmonary disease, unspecified",J44.9,"Bibb County, Alabama",1007,16,22583,70.84975424
"Chronic obstructive pulmonary disease, unspecified",J44.9,"Blount County, Alabama",1009,39,57673,67.62263104
"Chronic obstructive pulmonary disease, unspecified",J44.9,"Butler County, Alabama",1013,10,20154,49.61794185
"Chronic obstructive pulmonary disease, unspecified",J44.9,"Calhoun County, Alabama",1015,88,115620,76.11139941
"Chronic obstructive pulmonary disease, unspecified",J44.9,"Chambers County, Alabama",1017,24,34123,70.33379246
"Chronic obstructive pulmonary disease, unspecified",J44.9,"Cherokee County, Alabama",1019,14,25859,54.13975792
"Chronic obstructive pulmonary disease, unspecified",J44.9,"Chilton County, Alabama",1021,40,43943,91.02701227
"Chronic obstructive pulmonary disease, unspecified",J44.9,"Choctaw County, Alabama",1023,11,13170,83.52315869
"Chronic obstructive pulmonary disease, unspecified",J44.9,"Clarke County, Alabama",1025,13,24675,52.68490375
"Chronic obstructive pulmonary disease, unspecified",J44.9,"Cleburne County, Alabama",1029,24,15018,159.8082301
"Chronic obstructive pulmonary disease, unspecified",J44.9,"Coffee County, Alabama",1031,30,51211,58.5811642
"Chronic obstructive pulmonary disease, unspecified",J44.9,"Colbert County, Alabama",1033,55,54354,101.188505
"Chronic obstructive pulmonary disease, unspecified",J44.9,"Conecuh County, Alabama",1035,16,12672,126.2626263
"Chronic obstructive pulmonary disease, unspecified",J44.9,"Covington County, Alabama",1039,12,37835,31.71666446
"Chronic obstructive pulmonary disease, unspecified",J44.9,"Crenshaw County, Alabama",1041,13,13963,93.10320132
"Chronic obstructive pulmonary disease, unspecified",J44.9,"Cullman County, Alabama",1043,94,82005,114.6271569
"Chronic obstructive pulmonary disease, unspecified",J44.9,"Dale County, Alabama",1045,34,49565,68.59679209
"Chronic obstructive pulmonary disease, unspecified",J44.9,"Dallas County, Alabama",1047,19,41131,46.19386837
"Chronic obstructive pulmonary disease, unspecified",J44.9,"DeKalb County, Alabama",1049,65,71130,91.38197666
"Chronic obstructive pulmonary disease, unspecified",J44.9,"Elmore County, Alabama",1051,56,81468,68.73864585
"Chronic obstructive pulmonary disease, unspecified",J44.9,"Escambia County, Alabama",1053,22,37789,58.21799995
"Chronic obstructive pulmonary disease, unspecified",J44.9,"Etowah County, Alabama",1055,101,103057,98.00401719
"Chronic obstructive pulmonary disease, unspecified",J44.9,"Fayette County, Alabama",1057,12,16759,71.60331762
"Chronic obstructive pulmonary disease, unspecified",J44.9,"Franklin County, Alabama",1059,20,31696,63.09944472
