Cause of death,Cause of death Code,County,County Code,Deaths,Population,Crude Rate
"Chronic obstructive pulmonary disease, unspecified",J44.9,"Scott County, Mississippi",28123,10,28265,35.37944454
"Chronic obstructive pulmonary disease, unspecified",J44.9,"Simpson County, Mississippi",28127,10,27222,36.73499376
"Chronic obstructive pulmonary disease, unspecified",J44.9,"Tate County, Mississippi",28137,15,28296,53.01102629
"Chronic obstructive pulmonary disease, unspecified",J44.9,"Tippah County, Mississippi",28139,16,22131,72.29677827
"Chronic obstructive pulmonary disease, unspecified",J44.9,"Tishomingo County, Mississippi",28141,21,19552,107.405892
"Chronic obstructive pulmonary disease, unspecified",J44.9,"Union County, Mississippi",28145,21,28429,73.86823314
"Chronic obstructive pulmonary disease, unspecified",J44.9,"Warren County, Mississippi",28149,34,47485,71.60155839
"Chronic obstructive pulmonary disease, unspecified",J44.9,"Washington County, Mississippi",28151,27,48130,56.09806773
Pneumonitis due to food and vomit,J69.0,"Harrison County, Mississippi",28047,10,201410,4.964996773
Pneumonitis due to food and vomit,J69.0,"Hinds County, Mississippi",28049,17,242891,6.999024254
Pneumonitis due to food and vomit,J69.0,"Rankin County, Mississippi",28121,11,149039,7.380618496
"Respiratory failure, unspecified",J96.9,"Lauderdale County, Mississippi",28075,22,78524,28.01691203
"Respiratory failure, unspecified",J96.9,"Simpson County, Mississippi",28127,29,27222,106.5314819
Alcoholic cirrhosis of liver,K70.3,"Hinds County, Mississippi",28049,11,242891,4.528780399
"Hepatic failure, unspecified",K72.9,"Harrison County, Mississippi",28047,11,201410,5.46149645
Other and unspecified cirrhosis of liver,K74.6,"DeSoto County, Mississippi",28033,11,173323,6.346532197
Other and unspecified cirrhosis of liver,K74.6,"Harrison County, Mississippi",28047,32,201410,15.88798967
Other and unspecified cirrhosis of liver,K74.6,"Hinds County, Mississippi",28049,17,242891,6.999024254
Other and unspecified cirrhosis of liver,K74.6,"Jackson County, Mississippi",28059,17,141425,12.02050557
Other and unspecified cirrhosis of liver,K74.6,"Lauderdale County, Mississippi",28075,12,78524,15.28195201
Other and unspecified cirrhosis of liver,K74.6,"Lee County, Mississippi",28081,12,85300,14.06799531
Other and unspecified cirrhosis of liver,K74.6,"Rankin County, Mississippi",28121,11,149039,7.380618496
"Liver disease, unspecified",K76.9,"Harrison County, Mississippi",28047,17,201410,8.440494514
"Gastrointestinal haemorrhage, unspecified",K92.2,"Harrison County, Mississippi",28047,20,201410,9.929993546
"Gastrointestinal haemorrhage, unspecified",K92.2,"Hinds County, Mississippi",28049,11,242891,4.528780399
"Gastrointestinal haemorrhage, unspecified",K92.2,"Jackson County, Mississippi",28059,11,141425,7.777974191
"Acute renal failure, unspecified",N17.9,"Jackson County, Mississippi",28059,12,141425,8.485062754
"Acute renal failure, unspecified",N17.9,"Warren County, Mississippi",28149,13,47485,27.37706644
"Chronic kidney disease, stage 5",N18.5,"Harrison County, Mississippi",28047,22,201410,10.9229929
"Chronic kidney disease, stage 5",N18.5,"Hinds County, Mississippi",28049,16,242891,6.587316945
"Chronic kidney disease, stage 5",N18.5,"Lee County, Mississippi",28081,12,85300,14.06799531
"Chronic kidney disease, stage 5",N18.5,"Washington County, Mississippi",28151,12,48130,24.93247455
Unspecified renal failure,N19,"DeSoto County, Mississippi",28033,25,173323,14.42393681
Unspecified renal failure,N19,"Harrison County, Mississippi",28047,10,201410,4.964996773
Unspecified renal failure,N19,"Hinds County, Mississippi",28049,12,242891,4.940487708
Unspecified renal failure,N19,"Lauderdale County, Mississippi",28075,12,78524,15.28195201
"Urinary tract infection, site not specified",N39.0,"Harrison County, Mississippi",28047,13,201410,6.454495805
"Urinary tract infection, site not specified",N39.0,"Jackson County, Mississippi",28059,11,141425,7.777974191
"Urinary tract infection, site not specified",N39.0,"Rankin County, Mississippi",28121,11,149039,7.380618496
Respiratory arrest,R09.2,"Alcorn County, Mississippi",28003,11,37388,29.42120466
Respiratory arrest,R09.2,"Simpson County, Mississippi",28127,15,27222,55.10249063
Respiratory arrest,R09.2,"Tippah County, Mississippi",28139,10,22131,45.18548642
Other lack of expected normal physiological development,R62.8,"Lauderdale County, Mississippi",28075,32,78524,40.75187204
Other ill-defined and unspecified causes of mortality,R99,"Harrison County, Mississippi",28047,16,201410,7.943994836
"Person injured in unspecified motor-vehicle accident, traffic",V89.2,"DeSoto County, Mississippi",28033,10,173323,5.769574725
"Person injured in unspecified motor-vehicle accident, traffic",V89.2,"George County, Mississippi",28039,10,23373,42.78440936
"Person injured in unspecified motor-vehicle accident, traffic",V89.2,"Lafayette County, Mississippi",28071,10,53154,18.81325959
Other fall on same level,W18,"Harrison County, Mississippi",28047,10,201410,4.964996773
Unspecified fall,W19,"DeSoto County, Mississippi",28033,11,173323,6.346532197
Unspecified fall,W19,"Lee County, Mississippi",28081,16,85300,18.75732708
"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,"DeSoto County, Mississippi",28033,23,173323,13.27002187
"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,"Jackson County, Mississippi",28059,20,141425,14.14177126
"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,"Pearl River County, Mississippi",28109,12,55191,21.74267544
"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,"Rankin County, Mississippi",28121,10,149039,6.709653178
"Intentional self-harm by hanging, strangulation and suffocation",X70,"Harrison County, Mississippi",28047,10,201410,4.964996773
Intentional self-harm by handgun discharge,X72,"Harrison County, Mississippi",28047,19,201410,9.433493868
Intentional self-harm by other and unspecified firearm discharge,X74,"Jackson County, Mississippi",28059,18,141425,12.72759413
Assault by handgun discharge,X93,"Hinds County, Mississippi",28049,29,242891,11.93951196
Assault by other and unspecified firearm discharge,X95,"Coahoma County, Mississippi",28027,12,24620,48.74086109
Assault by other and unspecified firearm discharge,X95,"Hinds County, Mississippi",28049,10,242891,4.11707309
Assault by other and unspecified firearm discharge,X95,"Washington County, Mississippi",28151,14,48130,29.08788697
"Drug or medicament, unspecified",Y57.9,"Hancock County, Mississippi",28045,10,46420,21.5424386
